-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
-5.725e-08,-2.8186e-08,-3.0907e-07,0.00044714,-5.6968e-07,2.8173e-08,-5.725e-08,-2.8186e-08,-3.2531e-07,0.00044714,-5.5242e-07,2.8173e-08
5.1227e-08,-0.00060706,-2.983e-07,0.00068145,-1.0077e-06,0.00060706,5.1227e-08,-0.00060706,-8.513e-07,0.00068232,-1.3277e-06,0.00060706
2.487e-06,-0.0053604,1.3779e-06,0.00086087,-2.182e-07,0.0053604,2.487e-06,-0.0053604,-4.4118e-06,0.00087095,-4.5129e-06,0.0053604
5.3511e-06,-0.010171,2.8893e-06,0.0010108,-4.2394e-08,0.010171,5.3511e-06,-0.010171,-9.1488e-06,0.0010315,-8.6736e-06,0.010171
8.6267e-06,-0.014982,4.1512e-06,0.0011411,-3.2046e-07,0.014982,8.6267e-06,-0.014982,-1.5006e-05,0.0011736,-1.3693e-05,0.014982
1.2337e-05,-0.019794,5.1082e-06,0.001257,-9.2253e-07,0.019794,1.2337e-05,-0.019794,-2.1887e-05,0.0013025,-1.9418e-05,0.019794
1.6305e-05,-0.024606,5.7565e-06,0.0013616,-2.1271e-06,0.024606,1.6305e-05,-0.024606,-2.9799e-05,0.0014212,-2.6113e-05,0.024606
2.0579e-05,-0.029418,6.0544e-06,0.0014573,-3.8234e-06,0.029418,2.0579e-05,-0.029418,-3.87e-05,0.0015319,-3.3675e-05,0.029418
2.5135e-05,-0.034231,5.9626e-06,0.0015454,-5.9919e-06,0.034231,2.5135e-05,-0.034231,-4.8585e-05,0.001636,-4.2082e-05,0.034231
2.9935e-05,-0.039045,5.4893e-06,0.0016271,-8.6312e-06,0.039046,2.9935e-05,-0.039045,-5.9384e-05,0.0017346,-5.1297e-05,0.039046
